Reactions,sprint_GES1_ARID1A_KO,gimme_GES1_ARID1A_KO,init_GES1_ARID1A_KO,sprint_GES1_ARID1A_KO_Volasertib,gimme_GES1_ARID1A_KO_Volasertib,init_GES1_ARID1A_KO_Volasertib,sprint_GES1_WT_Volasertib,gimme_GES1_WT_Volasertib,init_GES1_WT_Volasertib,sprint_GES_WT,gimme_GES_WT,init_GES_WT,sprint_OVCAR3_ARID1A_KO,gimme_OVCAR3_ARID1A_KO,init_OVCAR3_ARID1A_KO,sprint_OVCAR3_WT,gimme_OVCAR3_WT,init_OVCAR3_WT
ALOX15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
ALOX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOX52,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
ALR2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ALR3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AMACR2p,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
AMACRp,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1
AMCOXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMETr,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1
AMETt2m,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
AMPDA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AMPTASECGe,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
AMPtp,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1
AMY1e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AMY2e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ANDRSTRNGLCte,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1
ANDRSTRNGLCtr,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
ANDRSTRNte,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1
ANDRSTRNtr,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1
ANTIPYRENEte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOBUTDsm,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
APAT2rm,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
APNNOXte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOCF,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
APOCFm,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
APOC_LYS_BTNP,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
APOC_LYS_BTNPm,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
APPNNte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APRTO2,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1
AQCOBALt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ARAB_Lt,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
ARABR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ARACHCOAtx,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1
ARACHCPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ARACHCPT2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ARACHCRNt,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
ARACHDCOAtx,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1
ARACHDt2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
ARACHDtr,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1
ARACHt,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1
ARGDCm,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
ARGLYSex,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
ARGNm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
ARGSS,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1
ARGt4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGtm,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
ARSA,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
ARTCOAL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTCOAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTCOAL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_group_phosphotase_1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1
R_group_phosphotase_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_group_phosphotase_3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
ARTFR208,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
ARTPLM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTPLM3m,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
ASAH1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ASCBOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCBt,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ASCBt4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
ASNALANaEx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASNCYSNaEx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASNGLNNaEx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASNNm,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
ASNS1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
ASNSERNaEx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASNt4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASNTHRNaEx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASNtm,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1
ASNtN1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
ASPCTr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASPDt6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASPDxt,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
ASPGLUm,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
ASPNATm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPt6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASPTAm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ATP1ter,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
ATP2ter,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
ATPasel,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
ATPH1e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ATPH2e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ATPtm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ATPtn,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
ATPtx,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1
AVITE2t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_MANNASEly,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B3GALT3g,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
B3GALT41g,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
B3GALT42g,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
B3GALT43g,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
B3GALT44g,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1
B3GALT5g,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
B3GALTg,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
B3GNT11g,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
B3GNT12g,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0
B3GNT310g,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
B3GNT311g,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
B3GNT312g,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
B3GNT313g,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
B3GNT314g,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
B3GNT315g,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
B3GNT31g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT32g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT33g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT34g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT35g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT36g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT37g,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
B3GNT39g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT51g,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
BAAT1x,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAAT2x,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BAAT3x,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
BAAT4x,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACCL,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
BACCLm,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
BALAtmr,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
BALAVECSEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAMPPALDOX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BBHOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
BETALDHxm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHBt,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
BHBtm,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
BHMT,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
BILDGLCURt,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0
BILDGLCURte,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BILDGLCURtr,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1
BILGLCURt,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
BILGLCURte,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
BILGLCURtr,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
BILIRED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BILIRUBt2,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0
BILIRUBtr,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
BIOCYTtn,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
BMTer_U,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
BPNT2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
BTND1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
BTND1n,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
BTNDe,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BTNDm,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
BTNPL,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
BTNPLm,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
BTNt2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BTNt2m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BTNt3i,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
BTNt4i,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
BTNtn,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1
BUP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTt2m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BVITEt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BZt,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
BZtr,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
C14STRr,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
C160CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C160CPT2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C160CRNt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
C161CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C161CPT12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C161CPT2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
C161CPT22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C161CRN2t,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
C161CRNt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
C180CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C180CPT2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
C180CRNt,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
C181CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C181CPT2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
C181CRNt,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
C204CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C204CPT2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
C204CRNt,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
C226COAtx,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0
C226CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C226CPT2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
C226CRNt,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
C3STDH1Pr,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
C3STDH1r,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
C3STKR2r,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C4STMO1r,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
C4STMO2Pr,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
C4STMO2r,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CAATPS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CAROtr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARVEOLte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT2p,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
CAt7r,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
CATm,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
CATp,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
CBL2OR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CBL2tm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CBPPer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CBPSam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CBPter,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
CBR2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CDIPTr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CDPDAGtm,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CDS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
CDSm,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
CEPTC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CEPTE,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CERK,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
CERT1gt,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CERT1rt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CERT2gt,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CERT2rt,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CGLYt3_2_,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
CH25H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CHAT,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
CHATn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLPCTD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHLtm,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1
CHOLATEt,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
CHOLATEt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOLATEt3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
CHOLD2m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOLK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHOLPtg,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CHOLPtl,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CHOLt4,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0
CHOLtg,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
CHOLtn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHOLtr,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
CHOLtu,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
CHSTEROLSULT,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
CHSTEROLt1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHSTEROLt2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CHSTEROLt3,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CHSTEROLtg,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
CHTNASE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
CHTNASEe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITMCOAHm,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
CITMCOALm,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
CITRtm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CITt4_2,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
CITtam,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CITtbm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CKc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CLFORtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLHCO3tex2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
CLI2tex,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
CLOHtex2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
CLOXAtex2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
CLPNDCOAtx,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
CLPNDCPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CLPNDCPT2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CLPNDCRNt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
CLPNDt,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
CLS_hs,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CMPACNAtg,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CMPACNAtn,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CMPSAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CMPSASn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO2ter,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
CO2tg,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CO2tm,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1
CO2tp,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
COAtg,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
COAtl,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
COAtm,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COAtn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COAtp,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
COAtr,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
COKECBESr,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
COQ3m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
COQ5m,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
COQ6m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
COQ7m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
CORE2GTg,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
CORE3GTg,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CORE4GTg,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CORE5GTg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORE6GTg,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
CORE7GTg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORE8GTg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COt,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
COUCOAFm,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0
COUMARINte,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CREATt4_2_r,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CREATtmdiffir,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CRMPte,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CRNCAR3tp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CRNCARtp,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
CRNt,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
CRNtHa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
CRNtim,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
CRNtuNa,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
CRNtx,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CRTNsyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRTSLt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
CRTSLtm,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
CRTSLtr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
CRTSTRNt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
CRTSTRNtm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
CRVNCtr,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CSAPASEly,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CSBPASEly,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CSCPASEly,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CSDPASEly,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CSEPASEly,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CSm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CSNAT2m,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1
CSNAT2x,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
CSNAT3x,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1
CSNATer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CSNATm,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1
CSNATp,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CSNATr,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1
CSNt,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
CSPG_At,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CSPG_Atly,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CSPG_Bt,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0
